video_id,title,description,published_at,channel_id,channel_title,thumbnail_url,duration,liveBroadcastContent,view_count,like_count,comment_count,source_type
_CPBcr4dGXQ,12 Billionaire Habits that Make it Impossible to Fail,"Want More Traffic, Leads, and Sales With Our Digital Marketing Help? Go Here: https://npdigital.com/

What do the ultra-wealthy do differently? It’s not just about working hard or having a great idea, it’s about the habits they build every single day.

In this video, I’m breaking down 9 habits that the ultra-wealthy follow, habits that contribute directly to their success, and ones that you can start applying today to grow your business, your wealth, and your future.

If you’re an entrepreneur, marketer, or anyone looking to level up your life financially and professionally, this is for you.",2025-04-08T13:00:54Z,UCl-Zrl0QhF66lu1aGXaTbfw,Neil Patel,https://i.ytimg.com/vi/_CPBcr4dGXQ/mqdefault.jpg,PT10M26S,none,9397,476,80,latest
_akeDc6-P-c,Laziest Way to Make Money Online For Beginners ($100/day+),"Get a FREE AI-built Shopify store: https://www.buildyourstore.ai/005d

Try AutoDS for just $1: https://www.autods.com/00c2

Use the promo code TILBURY to get a free share worth up to £100 or visit https://www.trading212.com/join/TILBURY (terms & conditions apply)

In this video I rank the laziest ways to make money online and I outline how $100 / day is possible with these passive income side hustles. If you're looking to earn online, this is the right video.
________________________________________________
TIME STAMPS:
00:00 Intro
00:30 The 5 Key Categories
01:22 Idea 1: Freelancing
04:14 Idea 2: Airbnb Arbitrage
07:12 Idea 3: eBay Shop
09:58 Idea 4: Affiliate Marketing 
12:39 Idea 5: A.I Built Shopify Store (Winning Method)
________________________________________________
GET IN TOUCH:
For business inquires only, please use this email: mark@marktilbury.com

 *Some of the links in this description are affiliate links that I get a commission from*",2024-10-31T15:50:24Z,UCxgAuX3XZROujMmGphN_scA,Mark Tilbury,https://i.ytimg.com/vi/_akeDc6-P-c/mqdefault.jpg,PT16M11S,none,2392420,67018,1937,top_and_latest
_lPQYD4cWQg,How to Spend Your First $1 Million,"📲 Text or WhatsApp: +1 (786) 730-8374
Just send the phrase “$1 million profit” and a short background.

💸 What should you really do with your first $1 million in profit?

Tai Lopez breaks down the exact 60/30/10 strategy that changed his life—how to reinvest in farmland, go offshore, and double down on what’s already working. Whether you’ve hit your first big win or are planning ahead, this video shows how to keep and grow your money in a smart, sustainable way.

👇 Want personalized advice from Tai?
📲 Text or WhatsApp: +1 (786) 730-8374
Just send the phrase “$1 million profit” and a short background.

🚀 Download the Tai Lopez app:
iOS: https://www.tailopez.com/iphoneyt
Android: https://www.tailopez.com/androidyt

📲 Join the Making Money Tribe after download.

#MakingMoney #MillionaireMindset #FinancialFreedom #InvestingTips #EntrepreneurLife #PassiveIncome #Farmland #COO #SocialMediaMarketing #WealthStrategy #TaiLopez",2025-04-15T02:00:47Z,UCZGNLDywn8hgzqrC9Mlz_Pw,Tai Lopez,https://i.ytimg.com/vi/_lPQYD4cWQg/mqdefault.jpg,PT13M,none,92854,642,74,top_and_latest
_vu4duHK4fM,"""Is the Internet Hurting the Youth?"" | DailyVee 608","After 5 years, I'm returning to Bucharest, Romania, to speak at BrandMinds. In today's DailyVee, you'll see some of the highlights of my trip to Romania. My thoughts on self-esteem and confidence, how NFTs can be applied to small and medium-sized businesses, and a lot of fun moments! Enjoy!

DailyVee is a daily, video-documentary series on YouTube that chronicles Gary Vaynerchuk's life as a CEO and public figure. Starting in 2015, the vlog follows Gary in real-time as he interviews others, takes investor meetings, and leads strategy sessions at his company, VaynerMedia.

Watch More From My Trip To Romania Here:
Advice For Young People - https://www.instagram.com/reel/Cf6o42JAWbD/?hl=en
Underpriced attention - https://www.tiktok.com/@garyvee/video/7119835163009223978
Here’s a superfood - https://www.tiktok.com/@garyvee/video/7117737982555213099
Why TikTok Is Popular - https://tiktok.com/@garyvee/video/7118047698024156462
What The Youngsters Needs To Figure Out - https://tiktok.com/@garyvee/video/7118154801484991790
People Use To Laugh At Me For This - https://www.instagram.com/reel/Cf2AP8cJ4Ep/?hl=en
Save $$$ And Be Patient - https://www.instagram.com/reel/Cf1mpXQgUTr/?hl=en

0:00 Intro
0:40 Favourite Marvel Character And Saving Money
1:38 Backstage, Keynote, And Interviews
4:24 What I'm Up To?
5:36 Q&A and Fan Interactions
10:26 End

♫ ""Right Time"" By Millie Go Lightly - https://open.spotify.com/track/02jsYFV0lXaIEwGPM59Bao?si=ec71fb242fb24a3d&nd=1 
#garyvee #dailyvee 

Thanks for watching!
Join My Discord!: https://www.garyvee.com/discord
Check out another series on my channel:
Keynotes: https://www.youtube.com/watch?v=6vCDlmhRmBo&list=PLfA33-E9P7FCEF1izpctGGoak841XYzrJ
NFTs: https://www.youtube.com/watch?v=AwMJ6bScB2s&list=PLfA33-E9P7FAcvsVSFqzSuJhHu3SkW2Ma
Business Meetings: https://www.youtube.com/watch?v=wILI_VV6z4Y&list=PLfA33-E9P7FCTIY62wkqZ-E1cwpc2hxBJ
Gary Vaynerchuk Original Films: https://youtube.com/playlist?list=PLfA33-E9P7FAvnrOcgy4MvIcCXxoyjuku
Trash Talk: https://youtube.com/playlist?list=PLfA33-E9P7FDelN4bXFgtJuczC9HHmm2-
WeeklyVee: https://youtube.com/playlist?list=PLfA33-E9P7FBPjdQcF6uedz9fdk8XKn-b
— 
Gary Vaynerchuk is a serial entrepreneur, and serves as the Chairman of VaynerX,  the CEO of VaynerMedia and the Creator & CEO of VeeFriends.

Gary is considered one of the leading global minds on what’s next in culture,  relevance and the internet. Known as “GaryVee” he is described as one of the most forward thinkers in business – he acutely recognizes trends and patterns early to help others understand how these shifts impact markets and consumer behavior. Whether its emerging artists, esports, NFT investing or digital communications, Gary understands how to bring brand relevance to the forefront. He is a prolific angel investor with early investments in companies such as Facebook, Twitter, Tumblr, Venmo, Snapchat, Coinbase and Uber. 

Gary is an entrepreneur at heart — he builds businesses. Today, he helps Fortune 1000 brands leverage consumer attention through his full service advertising agency, VaynerMedia which has offices in NY, LA, London, Mexico City, LATAM and Singapore.  VaynerMedia is part of the VaynerX holding company which also includes VaynerProductions, VaynerNFT, Gallery Media Group, The Sasha Group, Tracer, VaynerSpeakers, VaynerTalent, and VaynerCommerce. Gary is also the Co-Founder of VaynerSports, Resy and Empathy Wines. Gary guided both Resy and Empathy to successful exits — both were sold respectively to American Express and Constellation Brands. He’s also a Board Member at Candy Digital, Co-Founder of VCR Group, Co-Founder of ArtOfficial, and Creator & CEO of VeeFriends. Gary was recently named to the Fortune list of the Top 50 Influential people in the NFT industry. 
In addition to running multiple businesses, Gary documents his life daily as a CEO through his social media channels which has more than 34 million followers and garnishes over 272 million monthly impressions/views across all platforms.  His podcast ‘The GaryVee Audio Experience’ ranks among the top podcasts globally.  He is a five-time New York Times Best-Selling Author and one of the most highly sought after public speakers.

Gary serves on the board of GymShark, MikMak, Bojangles Restaurants, and Pencils of Promise. He is also a longtime Well Member of Charity:Water.",2022-07-13T19:30:09Z,UCctXZhXmG-kf3tlIXgVZUlw,GaryVee,https://i.ytimg.com/vi/_vu4duHK4fM/mqdefault.jpg,PT10M52S,none,1022046,6673,146,top
aTISMiO4AzU,Beynini Hackle: 3X Hızda ÖĞREN!,"*Bu video, Pempati ile ücretli #işbirliği içermektedir.
Pempati’ye yatırım yapmak için tıklayın: https://www.fonangels.com/kampanyalar/projehakkinda/pempati?pid=982
Anne, bebek ve çocuk ürünleri için: https://www.pempati.com/

‼️Kampanya başlangıcından itibaren yatırımlarını ilk 2 gün içinde (21 Mart 2025 Cuma 23:59’a kadar) gerçekleştiren yatırımcılara %50 bedelsiz hediye pay verilecektir.

📌 Beyniniz gerçekten öğreniyor mu, yoksa bilgiyi sadece kısa süreli hafızada mı tutuyor?
Modern dünyada bilgiye ulaşmak kolay ama gerçek öğrenme sanıldığı kadar basit değil! Eğer öğrendiğiniz şeyleri hızla unutuyor, öğrendiğiniz bilgileri kullanamıyor ya da hafızanızın sizi yarı yolda bıraktığını düşünüyorsanız, bu video tam size göre!
Bu videoda keşfedeceğiniz konular:
✅ Beynin nasıl öğrendiğini ve neden gereksiz bilgileri hızla unuttuğunu öğrenin.
✅ Aralıklı tekrar (Spaced Repetition) ile hafızanızı güçlendirin.
✅ Feynman Tekniği ile gerçekten öğrenmeyi öğrenin!
✅ Beynin bilgi süzgeci nasıl çalışıyor? (Neden gereksiz şeyleri hatırlıyoruz ama önemli bilgileri unutuyoruz?)
✅ En etkili öğrenme teknikleri ile kalıcı hafıza oluşturun.

📌 Video Bölümleri:
00:00 Giriş
01:42 Unutmak için Tasarlandık
03:15 Unutma Eğrisi
04:59 Sponsor
06:08 Beynine Kıyak Çekme
07:04 Feynman Tekniği
09:25 Beynini Tek Kanaldan Besleme
12:00 Kolay Olan Unutulur, Zor Olan Kalır
14:36 Beynin Dopamin Partisi
16:52 Beyin İçin Gece Mesaisi
19:13 Beyin Egzersizleri

💡 Beyniniz bir sabit disk gibi çalışır ama verimli kullanmazsanız, bilgiler hızla silinir! Öyleyse, düşünme sisteminizi güncelleyin ve gerçek öğrenme gücünü keşfedin!
🎯 Bu videoda geçen konular hakkında daha fazla bilgi almak için abone olun ve yorumlarda düşüncelerinizi paylaşın!

Önemli Uyarı: Burada yer alan yatırım bilgi, yorum ve tavsiyeleri yatırım danışmanlığı kapsamında değildir. Burada yer alan yorum ve tavsiyeler genel niteliktedir. Sadece burada yer alan bilgilere dayanılarak yatırım kararı verilmesi beklentilerinize uygun sonuçlar doğurmayabilir.

Sosyal Medya Hesapları
https://twitter.com/Baykalem__
https://www.instagram.com/baykalem__/?hl=tr",2025-03-19T13:30:02Z,UCV2y68vJ1IGfwdyYGe6PN4Q,Baykalem,https://i.ytimg.com/vi/aTISMiO4AzU/mqdefault.jpg,PT22M47S,none,96553,5966,218,latest
agqKCwxRP_w,2025 Güncel Facebook Reklam Stratejisi,"2025'de hem yerelde, hem de globalde kullandığımız reklam stratejilerinin temelini bu videoda anlattım.

Talebe göre de farklı mağazalarda uyguladığımız stratejileri video serileri olarak uygulamalı şekilde paylaşacağım.

Video anlattığım tüm temellerde kendinizi geliştirmek için aşağıdaki ücretsiz eğitim serisini izleyebilirsiniz:

https://www.roasell.com/globaleticaret",2025-04-04T12:51:42Z,UCFM3FPTFHj5cXRA877sZ04Q,Gürkanzone,https://i.ytimg.com/vi/agqKCwxRP_w/mqdefault.jpg,PT20M28S,none,14939,883,187,top_and_latest
amiLt1knyaU,The Secret Advantage: Introverts Thrive As Entrepreneurs!,"Join me for The Game Has Changed Live Virtual Event for FREE: https://bit.ly/YTTGHC2024 

If you’ve ever felt like being an introvert is a disadvantage, think again! In this video, I’m revealing the unfair advantage introverts have when it comes to building successful businesses.

🔹 Are you someone who prefers quiet reflection over constant socializing?
🔹 Do you find that you have a deep sense of focus and determination?
🔹 Ever wondered how these traits could actually propel you to the top?

Well, you’re in the right place! We’re going to unpack the unique skills and mindsets that introverts bring to the table and how they can leverage these to become unstoppable entrepreneurs.

👇 SUBSCRIBE TO DEAN’S YOUTUBE CHANNEL 👇
https://www.youtube.com/user/deangraziosi?sub_confirmation=1

I’m Dean Graziosi.

I’m an Entrepreneur, Educator, Bestselling Author and Sales and Marketing Expert. I help success seekers, stuck solopreneurs, and unfulfilled professionals who want “more” out of their life and business create success and impact through a better future in the self education industry through the company I co-founded with Tony Robbins, Mastermind.com. 

In other words - If you’re ready to turn your mess into your message or turn your life experience into expertise, you’re in the right place.

Here, you’ll find my top tips to help you develop a winning mindset, master your marketing and build amazing momentum for ultimate results. I not only teach these tools and skills, I practice them - so I know from my own experience how powerful they can be. 

My #1 secret to success is self-education. I learned from other people who’d already achieved the level of life I wanted and used that as a model to create the success I craved… and now you can do the same!

Check Out These Top Playlists Next -
1.) Own Your Future Podcast - https://www.youtube.com/playlist?list=PLRyfTv5HrpYakJZx7_uFwjLbXdAVWQc_P 

2.) Success Mindset Motivation - https://www.youtube.com/playlist?list=PLRyfTv5HrpYZPB8csJrxyjzg6S5pSRahm 

Click here to get my FREE book! https://bit.ly/MSHYT

Join the Mastermind.com Membership: https://bit.ly/YTMMMonthly 
Get Your Better Life Journal: https://bit.ly/BLJYT 

📲 CONNECT WITH DEAN ON SOCIAL MEDIA
YouTube: https://www.youtube.com/c/deangraziosi
Instagram: https://instagram.com/deangraziosi 
Facebook: https://www.facebook.com/deangraziosipage 
Twitter: https://twitter.com/deangraziosi
TikTok: https://www.tiktok.com/@deangraziosi 
Website: https://www.deangraziosi.com/ 

Join Dean’s newsletter for weekly wisdom, updates and news direct to your inbox at https://bit.ly/DGWeeklyWisdom",2024-05-23T13:57:57Z,UCOnWTeJRZLVLKsZicgSLcFQ,Dean Graziosi,https://i.ytimg.com/vi/amiLt1knyaU/mqdefault.jpg,PT9M20S,none,3262,251,30,latest
av89Yp8C4Ow,neden odaklanamıyoruz,"Sosyal medya seni sadece oyalamıyor, dikkatini sistemli bir şekilde çalıyor olabilir! Bu videoda Johann Hari’nin “Çalınan Dikkat” kitabından yola çıkarak, odaklanmanın neden bu kadar zorlaştığını ve dikkat ekonomisinin nasıl çalıştığını konuşuyoruz. Artık beynin neden sürekli yorgun hissediyor, neden ""bir işe başlayamıyorum"" diyorsun, anlayacaksın. Ama sadece teşhis değil, çözüm de burada.

Multitasking’in zararlarından ""akış hâli""ne, dijital detokstan sosyal medya bağımlılığına kadar dikkatini geri kazanmanın yollarını konuşuyoruz.

Video Bölümleri:
00:00 Giriş
03:32 Multitasking Tuzağı
05:50 Akış Modu: Beyin Versiyon 2.0’a Güncelleniyor… 
08:04 Zihin Gezintisi: Beynin 'Yeni Sekme Açma' Alışkanlığı 
10:10 Zalim İyimserlik: ‘Pozitif Düşün’ Diyerek Bizi Kandıran Düzen!
12:36 Dikkatini Sabote Eden Gizli Güçler
15:25 Dikkatinizi Çekebildiysem Ne Mutlu!

📌 Kitap: Johann Hari – Çalınan Dikkat (Stolen Focus)

👉 Videoyu beğenmeyi ve kanalımıza abone olmayı unutma!

💬 Senin de dikkatini en çok dağıtan şey ne? Yorumlara yaz!

#Baykalem

📲 Diğer videolar için kanalımızı ziyaret et:
https://www.youtube.com/channel/UCV2y68vJ1IGfwdyYGe6PN4Q

Sosyal Medya Hesapları
https://twitter.com/Baykalem__
https://www.instagram.com/baykalem__/?hl=tr

#kişiselgelişim #motivasyon #finans",2025-03-27T12:44:02Z,UCV2y68vJ1IGfwdyYGe6PN4Q,Baykalem,https://i.ytimg.com/vi/av89Yp8C4Ow/mqdefault.jpg,PT17M1S,none,44914,2745,173,latest
b8_eyYZF44k,Are blog posts the best SEO strategy today?,"In the ever-evolving landscape of search engine optimization (SEO), one question continually arises: are blog posts the best SEO strategy today? While the answer may not be a simple yes or no, blog posts undoubtedly hold a prominent position in the arsenal of modern SEO practitioners. To understand their relevance, we need to examine the role of blog posts in today's digital marketing sphere and the factors that contribute to their effectiveness.

RESOURCES & LINKS: 
____________________________________________

Answer the public: https://answerthepublic.com/
Ubersuggest: https://neilpatel.com/ubersuggest/

Revolutionizing Marketing with AI: The Future is Here: https://youtu.be/l_U4aQTj6Mg
New to Digital Marketing- 10 Essential Tips for a Strong Start: https://youtu.be/4abNIEHj-10
My Secrets To Creating an SEO Friendly Website: https://youtu.be/5I1hXX_xz7c
____________________________________________

First and foremost, blog posts are invaluable for SEO because they provide a platform for fresh and relevant content. Search engines like Google consistently prioritize content that is informative, up-to-date, and user-focused. Blog posts offer a flexible format to deliver this type of content. They allow businesses and website owners to share insights, updates, industry news, and other valuable information with their audience.

Moreover, blog posts are a means of targeting long-tail keywords and specific search queries. By crafting well-researched and informative blog posts around niche topics related to your industry or business, you can increase your chances of ranking higher in search results for these keywords. This targeted approach not only enhances your website's visibility but also attracts more qualified traffic.

Blog posts also foster engagement and interaction. They provide a platform for discussions, comments, and social sharing, which are important engagement signals for search engines. When readers engage with your content by commenting, sharing, or staying on your website longer, it sends positive signals to search engines, indicating that your content is valuable and relevant to your audience.

However, blog posts are not a one-size-fits-all solution. Their effectiveness depends on how they are crafted, optimized, and promoted.

Blog posts remain a powerful and versatile tool in contemporary SEO strategies. When executed effectively, they contribute to improving a website's visibility, attracting a targeted audience, and engaging users. 

However, the SEO landscape is dynamic, and it's crucial to adapt to changes in search engine algorithms and user preferences. 

Integrating blog posts as part of a broader SEO strategy, which includes technical SEO, on-page SEO, and off-page SEO, is a well-rounded approach to achieving success in today's competitive digital environment.


► If you need help growing your business check out my ad agency Neil Patel Digital https://npdigital.com/

►Subscribe: https://goo.gl/ScRTwc to learn more secret SEO tips.
►Find me on Facebook: https://www.facebook.com/neilkpatel/
►On Instagram: https://instagram.com/neilpatel/

#blogging #business #businessgrowth",2023-10-12T14:00:22Z,UCl-Zrl0QhF66lu1aGXaTbfw,Neil Patel,https://i.ytimg.com/vi/b8_eyYZF44k/mqdefault.jpg,PT5M22S,none,46286,867,34,top
bCc3WqV5llE,"'Bugün İşin Yok, Geleceğe Odaklan' - Ekipçe Podcast Mehmet","Bugün 5 senedir birlikte çalıştığımız Mehmet’i, hayat hikayesi ve geçirdiği süreçler için mikrofon başına aldım.

Bu podcast ile Mehmet’in de YouTube’a girişini kutluyoruz 🤝

İlk videosunu aşağıdan izleyebilirsiniz:
https://youtu.be/BFn2j-7BJIg?si=WDXDGTHsBAbxm9G4",2025-04-12T12:36:26Z,UCFM3FPTFHj5cXRA877sZ04Q,Gürkanzone,https://i.ytimg.com/vi/bCc3WqV5llE/mqdefault.jpg,PT31M55S,none,7967,406,59,latest
bDk8yAPxAQ0,Watch This Video Before Every Sales Call - Sales Motivation,"Do You Want To Attract High Ticket Clients with Ease?
Start here ► http://highticketclientsbootcamp.danlok.link

To sell something, it’s not enough to have a script or use a certain technique. You also need the right tonality, and delivery, and, most importantly, you have to believe in what you are selling. Watch this video before every sale call to enter the conversation with the right frame of mind. 

Want To Know How I Built a Massive Social Following?
See ► http://millionfollowersbootcamp.danlok.link

Would You Like To Know How To Almost Effortlessly Close High-Ticket Programs and Services?
Go ► http://highticketclosingbootcamp.danlok.link

Experience Dan Lok Live (In-Person Or Virtual) And Discover The Secrets To Scaling Your Business ►http://danlok.com/events

#HighAchiever #SalesCall #Motivation  #MotivationalQuote #Mindset

This video is about Watch This Video Before Every Sales Call - Sales Motivation. 

https://youtu.be/bDk8yAPxAQ0",2020-12-23T13:00:11Z,UCs_6DXZROU29pLvgQdCx4Ww,Dan Lok,https://i.ytimg.com/vi/bDk8yAPxAQ0/mqdefault.jpg,PT3M7S,none,465188,6067,165,top
b_VPkTYmI_g,My honest advice to someone who feels behind in life,"The first 500 people to use my link will receive a one month free trial of Skillshare: https://skl.sh/aliabdaal05241

MY PRODUCTIVITY APPS
👻 VoicePal: AI Writing App (iOS/Android) - Download for Free → https://go.aliabdaal.com/voicepal/ytd 

MY BOOK
📕 My New York Times bestselling book Feel-Good Productivity (2,000+ 5-star reviews) https://go.feelgoodproductivity.com/a...

MY COURSES
🧠 My Productivity System: LifeOS → https://go.aliabdaal.com/lifeos/ytd
🤑 Grow / Monetise your YouTube Channel → https://go.aliabdaal.com/PTYA/yt

CONNECT WITH ME 
💌 Join LifeNotes, my weekly email where I share what I’m reading & learning: https://go.aliabdaal.com/lifenotes/yt
📸  Instagram: https://instagram.com/aliabdaal
👨‍💻  Linkedin: https://www.linkedin.com/in/ali-abdaal/
🌍  My website / blog: https://www.aliabdaal.com/

------------
Recently a friend came to me asking for some help about feeling behind in life, and in this video I share the conversation we had and how I helped them think about it. I hope you find it useful! Enjoy x

🔗 LINKS:
- Get the best 20 lessons I learned in my 20s here: https://aliabdaal.com/20-lessons/?utm_campaign=20%20Lessons%20I%20Learned%20In%20My%2020s&utm_source=youtube&utm_medium=social&utm_term=Long%20MC&utm_content=Long%20MC%20-%20Honest%20Advice%20Behind%20%2820%20Lessons%20LM%29
- Check out Opal here: https://go.aliabdaal.com/opal
- If you want to double your productivity join Productivity Lab here! https://www.productivitylab.com/?utm_campaign=Productivity%20Lab%20Waitlist&utm_source=youtube&utm_medium=social&utm_term=Long%20MC&utm_content=Long%20MC%20-%20Honest%20Advice%20Behind%20%28PL%20Sales%20Page%29
- Check out my New York Times Bestselling book Feel-Good Productivity: https://go.feelgoodproductivity.com/behindvid
- If you've read the book, share your thoughts here: https://aliabdaal.com/fgp-rating/
- Sign up to my weekly newsletter here: https://go.aliabdaal.com/behindvid

⌚️TIMESTAMPS:
0:00 - Introduction
01:18 - The Ideal Day
07:25 - The Ideal Week
10:39 - Start Where Your Are.
14:19 - Action Steps",2024-06-07T13:30:15Z,UCoOae5nYA7VqaXzerajD0lg,Ali Abdaal,https://i.ytimg.com/vi/b_VPkTYmI_g/mqdefault.jpg,PT22M42S,none,933266,30304,1214,top
bi6egdafoK8,"What ""The Last of Us"" Teaches About Business: Adapt or Die","📲 Text or WhatsApp: +1 (786) 730-8374
Just text me “Last of us” and a short background.

Most people fail not because they’re dumb—but because they wait too long.
In this video, I break down the #1 mindset shift that separates broke people from millionaires: SPEED TO ADAPT.

💡 What you’ll learn:
– Why perfection kills profit
– The 40/70 Rule used by generals, CEOs, and top entrepreneurs
– How Instagram became a billion-dollar company by adapting fast
– Why the average person waits for 99% certainty (and how that’s killing their dreams)
– How I run 365 marketing experiments a year—and why speed beats talent

This isn’t theory. This is how I built real businesses using fast action, testing, and adapting daily.

📲 Text or WhatsApp: +1 (786) 730-8374
Just text me “Last of us” and a short background.

🚀 Download the Tai Lopez app:
iOS: https://www.tailopez.com/iphoneyt
Android: https://www.tailopez.com/androidyt

📲 Join the Making Money Tribe after download.

👍 Like this video if it helped shift your mindset
💬 Drop a comment with your biggest takeaway
🔁 Share this with someone who’s stuck overthinking their next move

#EntrepreneurMindset #AdaptOrDie #thelastofus  #SpeedOverPerfection #MarketingTips #StartupAdvice #OnlineBusiness #BusinessGrowth #TaiLopez #MillionaireHabits #TakeActionNow",2025-04-21T21:04:58Z,UCZGNLDywn8hgzqrC9Mlz_Pw,Tai Lopez,https://i.ytimg.com/vi/bi6egdafoK8/mqdefault.jpg,PT8M57S,none,63764,534,48,top_and_latest
bp12Gka5GfE,"The future of Web3, Blockchain and NFTs with Paris Hilton at Cannes | DailyVee 609","Today’s video gives a glimpse into part of my week in France for one of the most important events in the advertising world -- the Cannes Lions International Festival of Creativity. You'll see part of my conversation with @ParisHilton about creativity, #nfts, the future of #blockchain, and a lot more. Enjoy!

DailyVee is a daily video-documentary series on YouTube that chronicles Gary Vaynerchuk's life as a CEO and public figure. Starting in 2015, the vlog follows Gary in real-time as he interviews others, takes investor meetings, and leads strategy sessions at his company, VaynerMedia.

♫ ""Right Time"" By Millie Go Lightly - https://open.spotify.com/track/02jsYF... 
#garyvee #dailyvee 

—
Thanks for watching!
Join My Discord!: https://www.garyvee.com/discord
Check out another series on my channel:
Keynotes: https://www.youtube.com/watch?v=6vCDlmhRmBo&list=PLfA33-E9P7FCEF1izpctGGoak841XYzrJ
NFTs: https://www.youtube.com/watch?v=AwMJ6bScB2s&list=PLfA33-E9P7FAcvsVSFqzSuJhHu3SkW2Ma
Business Meetings: https://www.youtube.com/watch?v=wILI_VV6z4Y&list=PLfA33-E9P7FCTIY62wkqZ-E1cwpc2hxBJ
Gary Vaynerchuk Original Films: https://youtube.com/playlist?list=PLfA33-E9P7FAvnrOcgy4MvIcCXxoyjuku
Trash Talk: https://youtube.com/playlist?list=PLfA33-E9P7FDelN4bXFgtJuczC9HHmm2-
WeeklyVee: https://youtube.com/playlist?list=PLfA33-E9P7FBPjdQcF6uedz9fdk8XKn-b
— 
Gary Vaynerchuk is a serial entrepreneur, and serves as the Chairman of VaynerX,  the CEO of VaynerMedia and the Creator & CEO of VeeFriends.

Gary is considered one of the leading global minds on what’s next in culture,  relevance and the internet. Known as “GaryVee” he is described as one of the most forward thinkers in business – he acutely recognizes trends and patterns early to help others understand how these shifts impact markets and consumer behavior. Whether its emerging artists, esports, NFT investing or digital communications, Gary understands how to bring brand relevance to the forefront. He is a prolific angel investor with early investments in companies such as Facebook, Twitter, Tumblr, Venmo, Snapchat, Coinbase and Uber. 

Gary is an entrepreneur at heart — he builds businesses. Today, he helps Fortune 1000 brands leverage consumer attention through his full service advertising agency, VaynerMedia which has offices in NY, LA, London, Mexico City, LATAM and Singapore.  VaynerMedia is part of the VaynerX holding company which also includes VaynerProductions, VaynerNFT, Gallery Media Group, The Sasha Group, Tracer, VaynerSpeakers, VaynerTalent, and VaynerCommerce. Gary is also the Co-Founder of VaynerSports, Resy and Empathy Wines. Gary guided both Resy and Empathy to successful exits — both were sold respectively to American Express and Constellation Brands. He’s also a Board Member at Candy Digital, Co-Founder of VCR Group, Co-Founder of ArtOfficial, and Creator & CEO of VeeFriends. Gary was recently named to the Fortune list of the Top 50 Influential people in the NFT industry. 
In addition to running multiple businesses, Gary documents his life daily as a CEO through his social media channels which has more than 34 million followers and garnishes over 272 million monthly impressions/views across all platforms.  His podcast ‘The GaryVee Audio Experience’ ranks among the top podcasts globally.  He is a five-time New York Times Best-Selling Author and one of the most highly sought after public speakers.

Gary serves on the board of GymShark, MikMak, Bojangles Restaurants, and Pencils of Promise. He is also a longtime Well Member of Charity:Water.",2022-07-28T20:44:41Z,UCctXZhXmG-kf3tlIXgVZUlw,GaryVee,https://i.ytimg.com/vi/bp12Gka5GfE/mqdefault.jpg,PT7M45S,none,352910,2919,220,top
